hotel_id,hotel_name,city,state,week_start,year,week_number,rooms_available,rooms_booked,occupancy_rate,avg_lead_time,cancelation_rate,total_guests,avg_guest_age,loyalty_members,repeat_guests,avg_daily_rate,total_revenue,extras_revenue,holiday_week,local_event
H100,Great Lakes Inn,Chicago,IL,2024-04-14,2024,15,105,64,0.61,12,0.04,192,26,110,59,156.98,70327.04,1970.28,False,Music Festival
H100,Great Lakes Inn,Chicago,IL,2024-04-21,2024,16,131,106,0.81,6,0.22,318,28,190,111,106.45,78985.9,7949.75,False,
H100,Great Lakes Inn,Chicago,IL,2024-04-28,2024,17,127,90,0.71,15,0.07,180,28,95,60,66.98,42197.4,3242.75,False,State Fair
H100,Great Lakes Inn,Chicago,IL,2024-05-05,2024,18,137,110,0.8,5,0.25,110,32,46,22,129.71,99876.7,2549.63,False,Convention
H100,Great Lakes Inn,Chicago,IL,2024-05-12,2024,19,108,67,0.62,19,0.06,67,38,33,18,115.19,54024.11,1637.84,False,Music Festival
H100,Great Lakes Inn,Chicago,IL,2024-05-19,2024,20,82,54,0.66,15,0.23,162,46,92,33,86.6,32734.8,4512.26,False,State Fair
H100,Great Lakes Inn,Chicago,IL,2024-05-26,2024,21,109,95,0.87,10,0.19,285,22,138,92,78.36,52109.4,4528.45,False,Convention
H100,Great Lakes Inn,Chicago,IL,2024-06-02,2024,22,80,69,0.86,20,0.16,69,39,31,26,107.54,51941.82,1842.2,False,
H100,Great Lakes Inn,Chicago,IL,2024-06-09,2024,23,87,57,0.66,14,0.28,57,45,28,25,125.12,49922.88,1254.59,False,
H100,Great Lakes Inn,Chicago,IL,2024-06-16,2024,24,84,67,0.8,6,0.3,134,27,42,33,113.04,53015.76,2956.45,False,
H100,Great Lakes Inn,Chicago,IL,2024-06-23,2024,25,145,104,0.72,9,0.03,104,31,48,35,129.87,94545.36,2563.75,False,Music Festival
H100,Great Lakes Inn,Chicago,IL,2024-06-30,2024,26,142,102,0.72,18,0.02,102,39,54,23,123.6,88250.4,2030.8,False,State Fair
H100,Great Lakes Inn,Chicago,IL,2024-07-07,2024,27,96,63,0.66,9,0.3,189,45,72,71,105.46,46507.86,5357.45,True,State Fair
H100,Great Lakes Inn,Chicago,IL,2024-07-14,2024,28,140,94,0.67,4,0.11,94,46,46,38,110.93,72991.94,1860.12,False,Sports Event
H100,Great Lakes Inn,Chicago,IL,2024-07-21,2024,29,132,100,0.76,17,0.14,100,41,50,28,119.21,83447.0,2724.09,False,
H100,Great Lakes Inn,Chicago,IL,2024-07-28,2024,30,92,70,0.76,10,0.24,210,35,70,46,99.15,48583.5,5144.02,False,Sports Event
H100,Great Lakes Inn,Chicago,IL,2024-08-04,2024,31,125,103,0.82,12,0.13,206,50,116,79,121.65,87709.65,5928.96,False,Sports Event
H100,Great Lakes Inn,Chicago,IL,2024-08-11,2024,32,139,112,0.81,22,0.05,336,36,199,144,86.36,67706.24,8316.55,False,
H100,Great Lakes Inn,Chicago,IL,2024-08-18,2024,33,92,48,0.52,11,0.16,48,29,15,9,119.31,40088.16,848.95,False,Sports Event
H100,Great Lakes Inn,Chicago,IL,2024-08-25,2024,34,123,88,0.72,6,0.17,88,37,38,33,143.34,88297.44,1782.33,False,Convention
H100,Great Lakes Inn,Chicago,IL,2024-09-01,2024,35,104,89,0.86,9,0.09,89,33,28,43,148.41,92459.43,2128.92,False,State Fair
H100,Great Lakes Inn,Chicago,IL,2024-09-08,2024,36,137,88,0.64,16,0.11,88,24,41,20,112.75,69454.0,1107.95,False,Sports Event
H100,Great Lakes Inn,Chicago,IL,2024-09-15,2024,37,103,78,0.76,16,0.23,156,41,64,43,119.34,65159.64,1812.86,False,Sports Event
H100,Great Lakes Inn,Chicago,IL,2024-09-22,2024,38,111,97,0.87,18,0.06,97,51,46,43,146.48,99459.92,2067.52,False,Sports Event
H100,Great Lakes Inn,Chicago,IL,2024-09-29,2024,39,150,88,0.59,18,0.09,88,44,45,39,141.33,87059.28,1968.76,False,
H100,Great Lakes Inn,Chicago,IL,2024-10-06,2024,40,149,121,0.81,9,0.21,121,41,63,30,128.37,108729.39,2438.07,False,
H100,Great Lakes Inn,Chicago,IL,2024-10-13,2024,41,110,81,0.74,15,0.12,81,26,43,18,124.99,70869.33,2370.05,False,Sports Event
H100,Great Lakes Inn,Chicago,IL,2024-10-20,2024,42,142,121,0.85,22,0.05,242,41,124,53,83.8,70978.6,5425.23,False,Convention
H100,Great Lakes Inn,Chicago,IL,2024-10-27,2024,43,131,104,0.79,10,0.19,104,19,52,34,91.04,66277.12,1380.34,False,Convention
H100,Great Lakes Inn,Chicago,IL,2024-11-03,2024,44,128,61,0.48,18,0.24,61,34,23,29,115.55,49339.85,1761.21,False,Sports Event
H100,Great Lakes Inn,Chicago,IL,2024-11-10,2024,45,113,66,0.58,26,0.05,132,37,48,27,94.97,43876.14,3601.91,False,Music Festival
H100,Great Lakes Inn,Chicago,IL,2024-11-17,2024,46,134,113,0.84,17,0.13,339,44,187,145,101.11,79978.01,3610.53,False,
H100,Great Lakes Inn,Chicago,IL,2024-11-24,2024,47,142,103,0.73,15,0.29,103,39,52,33,119.2,85943.2,1162.27,False,Convention
H100,Great Lakes Inn,Chicago,IL,2024-12-01,2024,48,117,65,0.56,2,0.23,65,21,20,20,169.45,77099.75,1029.16,True,
H100,Great Lakes Inn,Chicago,IL,2024-12-08,2024,49,149,96,0.64,19,0.19,96,34,35,47,119.93,80592.96,2146.86,False,
H100,Great Lakes Inn,Chicago,IL,2024-12-15,2024,50,120,70,0.58,17,0.3,70,19,28,14,116.42,57045.8,885.8,False,
H100,Great Lakes Inn,Chicago,IL,2024-12-22,2024,51,141,88,0.62,26,0.24,264,35,129,108,121.19,74653.04,6383.84,True,State Fair
H100,Great Lakes Inn,Chicago,IL,2024-12-29,2024,52,100,63,0.63,16,0.17,63,34,35,22,116.04,51173.64,1440.91,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2023-01-01,2023,52,90,74,0.82,26,0.22,74,34,36,25,154.55,80056.9,1078.11,True,
H101,Twin City Suites,Minneapolis,MN,2023-01-08,2023,1,88,65,0.74,6,0.22,195,23,101,82,82.71,37633.05,3397.05,False,Convention
H101,Twin City Suites,Minneapolis,MN,2023-01-15,2023,2,131,79,0.6,15,0.27,79,57,45,25,133.05,73576.65,2231.53,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2023-01-22,2023,3,111,60,0.54,17,0.06,180,43,103,45,126.48,53121.6,3572.2,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2023-01-29,2023,4,85,57,0.67,17,0.22,171,42,59,54,94.11,37549.89,4355.28,False,
H101,Twin City Suites,Minneapolis,MN,2023-02-05,2023,5,133,108,0.81,3,0.12,324,27,177,106,132.98,100532.88,7819.92,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2023-02-12,2023,6,146,81,0.55,11,0.09,162,52,89,71,140.61,79725.87,2286.93,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2023-02-19,2023,7,106,76,0.72,11,0.08,228,40,76,76,116.2,61818.4,4592.99,False,
H101,Twin City Suites,Minneapolis,MN,2023-02-26,2023,8,120,89,0.74,20,0.3,89,69,30,18,142.16,88565.68,1249.3,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2023-03-05,2023,9,130,77,0.59,15,0.1,77,42,42,37,119.38,64345.82,1721.48,False,
H101,Twin City Suites,Minneapolis,MN,2023-03-12,2023,10,118,106,0.9,15,0.25,212,44,77,84,152.67,113281.14,2571.95,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2023-03-19,2023,11,89,52,0.58,21,0.08,52,44,21,15,140.94,51302.16,1312.78,False,Sports Event
H101,Twin City Suites,Minneapolis,MN,2023-03-26,2023,12,92,69,0.75,11,0.29,69,29,27,21,151.89,73362.87,1226.21,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2023-04-02,2023,13,107,65,0.61,3,0.08,195,50,85,61,121.18,55136.9,3818.81,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2023-04-09,2023,14,96,78,0.81,4,0.02,156,47,84,64,135.18,73808.28,2319.66,False,
H101,Twin City Suites,Minneapolis,MN,2023-04-16,2023,15,111,80,0.72,12,0.3,160,39,62,70,81.76,45785.6,3553.07,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2023-04-23,2023,16,100,73,0.73,7,0.26,146,38,51,52,107.97,55172.67,3116.55,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2023-04-30,2023,17,118,86,0.73,23,0.14,258,35,123,115,114.32,68820.64,3674.15,False,
H101,Twin City Suites,Minneapolis,MN,2023-05-07,2023,18,147,108,0.73,4,0.3,108,47,57,30,114.1,86259.6,2521.91,False,
H101,Twin City Suites,Minneapolis,MN,2023-05-14,2023,19,150,123,0.82,15,0.12,246,43,137,65,144.49,124405.89,5149.75,False,
H101,Twin City Suites,Minneapolis,MN,2023-05-21,2023,20,93,80,0.86,10,0.04,80,39,40,25,153.55,85988.0,1907.9,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2023-05-28,2023,21,94,60,0.64,16,0.11,60,37,34,15,97.98,41151.6,1026.0,False,
H101,Twin City Suites,Minneapolis,MN,2023-06-04,2023,22,150,94,0.63,14,0.1,94,47,53,37,80.13,52725.54,1566.04,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2023-06-11,2023,23,116,85,0.73,18,0.3,255,39,149,64,100.19,59613.05,5282.72,False,Convention
H101,Twin City Suites,Minneapolis,MN,2023-06-18,2023,24,123,93,0.76,13,0.05,93,27,53,25,98.15,63895.65,2776.02,False,
H101,Twin City Suites,Minneapolis,MN,2023-06-25,2023,25,113,75,0.66,14,0.13,225,43,118,53,130.07,68286.75,5439.35,False,Sports Event
H101,Twin City Suites,Minneapolis,MN,2023-07-02,2023,26,112,84,0.75,8,0.05,84,47,35,28,127.77,75128.76,2384.58,True,
H101,Twin City Suites,Minneapolis,MN,2023-07-09,2023,27,134,127,0.95,15,0.14,254,39,143,116,131.37,116787.93,4087.77,False,
H101,Twin City Suites,Minneapolis,MN,2023-07-16,2023,28,80,60,0.75,12,0.11,120,53,59,53,119.5,50190.0,2655.01,False,Convention
H101,Twin City Suites,Minneapolis,MN,2023-07-23,2023,29,113,88,0.78,9,0.27,88,36,28,18,130.16,80178.56,1641.2,False,
H101,Twin City Suites,Minneapolis,MN,2023-07-30,2023,30,136,95,0.7,14,0.02,285,32,138,112,115.73,76960.45,3181.53,False,
H101,Twin City Suites,Minneapolis,MN,2023-08-06,2023,31,134,113,0.84,10,0.13,339,36,108,119,89.31,70644.21,7620.01,False,
H101,Twin City Suites,Minneapolis,MN,2023-08-13,2023,32,94,74,0.79,1,0.26,74,49,30,23,130.83,67769.94,1878.57,False,
H101,Twin City Suites,Minneapolis,MN,2023-08-20,2023,33,99,76,0.77,13,0.15,228,43,83,46,100.12,53263.84,4778.7,False,
H101,Twin City Suites,Minneapolis,MN,2023-08-27,2023,34,127,88,0.69,22,0.19,264,39,137,90,92.56,57016.96,5065.88,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2023-09-03,2023,35,98,52,0.53,15,0.2,104,50,44,28,118.23,43035.72,2365.38,False,Convention
H101,Twin City Suites,Minneapolis,MN,2023-09-10,2023,36,85,67,0.79,19,0.21,134,41,46,56,160.27,75166.63,1451.68,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2023-09-17,2023,37,85,60,0.71,15,0.16,120,30,63,47,110.97,46607.4,1436.15,False,Convention
H101,Twin City Suites,Minneapolis,MN,2023-09-24,2023,38,111,72,0.65,22,0.19,216,53,78,51,146.56,73866.24,4941.67,False,
H101,Twin City Suites,Minneapolis,MN,2023-10-01,2023,39,125,94,0.75,9,0.18,282,49,135,105,134.92,88777.36,6522.54,False,Sports Event
H101,Twin City Suites,Minneapolis,MN,2023-10-08,2023,40,99,75,0.76,11,0.09,75,27,32,28,115.57,60674.25,2080.39,False,Convention
H101,Twin City Suites,Minneapolis,MN,2023-10-15,2023,41,102,68,0.67,4,0.26,136,42,59,61,137.77,65578.52,3144.76,False,
H101,Twin City Suites,Minneapolis,MN,2023-10-22,2023,42,102,78,0.76,15,0.14,234,40,129,98,90.16,49227.36,4877.67,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2023-10-29,2023,43,132,95,0.72,32,0.3,285,52,99,96,133.46,88750.9,2903.19,False,
H101,Twin City Suites,Minneapolis,MN,2023-11-05,2023,44,111,86,0.77,7,0.3,172,47,61,52,148.93,89655.86,4416.24,False,Convention
H101,Twin City Suites,Minneapolis,MN,2023-11-12,2023,45,93,63,0.68,14,0.07,126,31,49,58,111.25,49061.25,3770.76,False,
H101,Twin City Suites,Minneapolis,MN,2023-11-19,2023,46,140,86,0.61,1,0.19,86,56,25,33,104.98,63197.96,1471.45,False,Convention
H101,Twin City Suites,Minneapolis,MN,2023-11-26,2023,47,138,88,0.64,31,0.09,176,60,88,77,144.17,88808.72,2709.77,True,Music Festival
H101,Twin City Suites,Minneapolis,MN,2023-12-03,2023,48,109,76,0.7,23,0.3,76,18,26,22,136.02,72362.64,1419.71,False,
H101,Twin City Suites,Minneapolis,MN,2023-12-10,2023,49,104,71,0.68,13,0.28,142,58,76,33,142.95,71046.15,2510.09,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2023-12-17,2023,50,115,77,0.67,27,0.3,77,28,23,34,122.82,66199.98,1230.04,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2023-12-24,2023,51,124,64,0.52,21,0.11,192,34,85,46,124.11,55601.28,3826.41,True,State Fair
H101,Twin City Suites,Minneapolis,MN,2023-12-31,2023,52,131,86,0.66,25,0.1,258,29,135,102,118.0,71036.0,3930.4,True,State Fair
H101,Twin City Suites,Minneapolis,MN,2024-01-07,2024,1,122,82,0.67,16,0.1,82,31,43,18,109.48,62841.52,922.75,False,
H101,Twin City Suites,Minneapolis,MN,2024-01-14,2024,2,113,78,0.69,1,0.23,78,40,45,16,88.75,48457.5,1920.08,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2024-01-21,2024,3,113,73,0.65,6,0.18,73,39,29,17,111.46,56956.06,1096.41,False,
H101,Twin City Suites,Minneapolis,MN,2024-01-28,2024,4,135,87,0.64,15,0.29,174,41,80,39,98.56,60023.04,2316.9,False,
H101,Twin City Suites,Minneapolis,MN,2024-02-04,2024,5,120,48,0.4,10,0.3,96,60,43,42,107.06,35972.16,2469.65,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2024-02-11,2024,6,145,100,0.69,9,0.06,100,32,36,46,114.16,79912.0,2969.98,False,Sports Event
H101,Twin City Suites,Minneapolis,MN,2024-02-18,2024,7,104,56,0.54,13,0.09,112,71,55,50,146.19,57306.48,3280.43,False,
H101,Twin City Suites,Minneapolis,MN,2024-02-25,2024,8,135,86,0.64,14,0.04,86,53,46,27,121.36,73058.72,1131.68,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2024-03-03,2024,9,148,116,0.78,20,0.24,348,35,197,137,116.01,94200.12,7762.47,False,
H101,Twin City Suites,Minneapolis,MN,2024-03-10,2024,10,105,61,0.58,14,0.29,122,39,59,30,116.26,49643.02,1615.85,False,Sports Event
H101,Twin City Suites,Minneapolis,MN,2024-03-17,2024,11,88,70,0.8,14,0.1,210,43,109,53,125.42,61455.8,4371.33,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2024-03-24,2024,12,120,87,0.72,6,0.28,261,53,116,117,100.01,60906.09,6326.71,False,
H101,Twin City Suites,Minneapolis,MN,2024-03-31,2024,13,118,76,0.64,10,0.07,228,36,110,69,117.94,62744.08,6744.72,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2024-04-07,2024,14,132,108,0.82,7,0.13,216,28,76,98,131.73,99587.88,3366.47,False,Sports Event
H101,Twin City Suites,Minneapolis,MN,2024-04-14,2024,15,117,76,0.65,23,0.3,228,33,89,90,134.47,71538.04,5312.33,False,Convention
H101,Twin City Suites,Minneapolis,MN,2024-04-21,2024,16,104,79,0.76,16,0.16,158,41,69,72,76.55,42332.15,4666.69,False,
H101,Twin City Suites,Minneapolis,MN,2024-04-28,2024,17,128,100,0.78,12,0.06,300,41,167,86,123.92,86744.0,7829.44,False,
H101,Twin City Suites,Minneapolis,MN,2024-05-05,2024,18,102,74,0.73,7,0.23,222,36,113,80,115.53,59844.54,2275.07,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2024-05-12,2024,19,118,78,0.66,1,0.16,156,29,49,73,128.57,70199.22,3410.85,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2024-05-19,2024,20,80,63,0.79,13,0.13,126,35,70,44,101.45,44739.45,1496.52,False,Music Festival
H101,Twin City Suites,Minneapolis,MN,2024-05-26,2024,21,106,76,0.72,15,0.2,152,50,65,44,149.48,79523.36,3349.85,False,State Fair
H101,Twin City Suites,Minneapolis,MN,2024-06-02,2024,22,121,80,0.66,13,0.19,160,57,59,56,115.08,64444.8,3160.53,False,Sports Event
H101,Twin City Suites,Minneapolis,MN,2024-06-09,2024,23,136,83,0.61,16,0.16,249,56,79,68,111.21,64613.01,2717.33,False,Convention
H101,Twin City Suites,Minneapolis,MN,2024-06-16,2024,24,145,69,0.48,10,0.09,138,19,66,39,121.65,58756.95,1395.2,False,
H101,Twin City Suites,Minneapolis,MN,2024-06-23,2024,25,101,55,0.54,21,0.17,165,41,69,37,102.28,39377.8,2789.24,False,
H101,Twin City Suites,Minneapolis,MN,2024-06-30,2024,26,116,84,0.72,21,0.17,252,33,107,81,125.34,73699.92,5583.84,False,
