date,day_of_week,policy_id,customer_id,age,gender,marital_status,state,vehicle_type,vehicle_year,credit_score,premium_amount,policy_status,cancellation_reason,customer_lifetime_value,customer_tenure_days,churn_risk_score,risk_score,num_claims_today,avg_claim_amount,total_claim_amount
2022-01-01,Saturday,100026,50026,18,M,Married,GA,SUV,2009,702,1660.02,Active,,1660.02,0,0.2,0.65,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100027,50027,45,Other,Divorced,GA,Motorcycle,2022,664,901.48,Active,,901.48,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100028,50028,41,M,Divorced,MS,Sedan,2013,679,1102.07,Active,,1102.07,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100029,50029,43,F,Married,GA,Truck,2015,674,1440.21,Active,,1440.21,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100030,50030,53,F,Divorced,SC,Motorcycle,2018,683,882.2,Active,,882.2,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100031,50031,39,M,Single,GA,Truck,2012,663,1071.79,Active,,1071.79,0,0.2,0.6,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100032,50032,42,Other,Single,AL,Van,2018,709,1191.4,Cancelled,Cost,1191.4,0,0.2,0.5,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100033,50033,30,M,Divorced,SC,Van,2015,673,1492.05,Active,,1492.05,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100034,50034,34,M,Single,GA,Motorcycle,2017,685,1205.52,Active,,1205.52,0,0.2,0.6,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100035,50035,26,M,Married,NC,Motorcycle,2023,636,1513.94,Active,,1513.94,0,0.2,0.6,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100036,50036,45,M,Married,SC,Truck,2006,675,1220.7,Active,,1220.7,0,0.2,0.6,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100037,50037,53,M,Single,NC,Motorcycle,2018,717,786.7,Active,,786.7,0,0.2,0.6,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100038,50038,35,Other,Married,NC,Motorcycle,2010,674,1067.53,Active,,1067.53,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100039,50039,23,Other,Married,NC,Sedan,2020,672,1146.7,Active,,1146.7,0,0.2,0.6,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100040,50040,47,M,Single,MS,Motorcycle,2006,704,725.56,Active,,725.56,0,0.2,0.6,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100041,50041,35,F,Married,NC,Van,2006,707,1097.04,Active,,1097.04,0,0.2,0.5,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100042,50042,51,F,Married,TN,Motorcycle,2015,651,771.02,Active,,771.02,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100043,50043,51,F,Single,NC,Sedan,2003,670,366.53,Active,,366.53,0,0.2,0.5,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100044,50044,49,M,Married,FL,Motorcycle,2016,648,1088.73,Active,,1088.73,0,0.2,0.6,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100045,50045,21,F,Married,FL,Van,2011,580,1709.99,Active,,1709.99,0,0.35,0.7,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100046,50046,42,M,Married,NC,Sedan,2019,731,1364.15,Active,,1364.15,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100047,50047,52,Other,Married,AL,Van,2001,740,926.39,Active,,926.39,0,0.2,0.5,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100048,50048,48,M,Married,NC,Truck,2016,694,883.13,Active,,883.13,0,0.2,0.6,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100049,50049,40,M,Single,FL,Motorcycle,2010,679,1234.58,Active,,1234.58,0,0.2,0.6,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100050,50050,53,F,Single,MS,Van,2018,670,1180.08,Active,,1180.08,0,0.2,0.5,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100051,50051,45,M,Single,SC,SUV,2010,716,1292.7,Active,,1292.7,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100052,50052,28,F,Married,MS,SUV,2005,628,1144.63,Active,,1144.63,0,0.2,0.5,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100053,50053,48,Other,Single,MS,Motorcycle,2021,670,907.99,Active,,907.99,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100054,50054,55,F,Married,SC,Sedan,2004,585,913.86,Active,,913.86,0,0.35,0.6,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100055,50055,27,Other,Married,FL,Van,2008,697,1424.63,Active,,1424.63,0,0.2,0.5,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100056,50056,18,M,Married,GA,Truck,2019,784,858.91,Active,,858.91,0,0.2,0.7,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100057,50057,58,Other,Single,AL,Motorcycle,2012,697,1086.3,Active,,1086.3,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100058,50058,47,F,Married,NC,SUV,2017,705,814.94,Active,,814.94,0,0.2,0.5,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100059,50059,29,F,Single,SC,SUV,2011,657,1175.32,Active,,1175.32,0,0.2,0.5,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100060,50060,31,Other,Single,SC,Van,2020,796,1407.25,Active,,1407.25,0,0.2,0.5,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100061,50061,32,M,Married,GA,Motorcycle,2015,671,1181.12,Active,,1181.12,0,0.2,0.6,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100062,50062,59,Other,Divorced,FL,Truck,2014,733,1161.17,Active,,1161.17,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100063,50063,58,F,Married,FL,Motorcycle,2011,631,834.14,Active,,834.14,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100064,50064,32,Other,Divorced,TN,Van,2014,672,1000.26,Active,,1000.26,0,0.2,0.5,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100065,50065,36,Other,Married,FL,Truck,2013,665,1442.15,Active,,1442.15,0,0.2,0.55,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100066,50066,31,M,Married,TN,Van,2003,574,1159.86,Active,,1159.86,0,0.35,0.65,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100067,50067,45,M,Single,FL,Truck,2006,750,1615.77,Cancelled,Other,1615.77,0,0.2,0.6,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100068,50068,42,F,Married,TN,Truck,2011,584,795.07,Active,,795.07,0,0.35,0.65,17,1978.0545497668074,33626.92734603573
2022-01-01,Saturday,100069,50069,22,Other,Single,NC,Truck,2005,716,1770.5,Active,,1770.5,0,0.2,0.65,17,1978.0545497668074,33626.92734603573
2022-01-02,Sunday,100070,50070,48,Other,Married,AL,Motorcycle,2019,662,617.14,Active,,617.14,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100071,50071,28,Other,Single,SC,Truck,2005,649,994.42,Active,,994.42,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100072,50072,36,M,Married,NC,Sedan,2012,697,1314.51,Active,,1314.51,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100073,50073,30,Other,Single,MS,Motorcycle,2008,685,911.24,Active,,911.24,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100074,50074,50,F,Single,TN,Van,2016,764,1344.23,Active,,1344.23,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100075,50075,49,Other,Married,AL,SUV,2004,652,977.92,Active,,977.92,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100076,50076,39,F,Single,SC,SUV,2003,681,954.96,Active,,954.96,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100077,50077,56,Other,Single,SC,SUV,2013,692,775.49,Active,,775.49,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100078,50078,33,M,Married,GA,SUV,2010,583,910.9,Active,,910.9,0,0.35,0.65,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100079,50079,39,Other,Married,TN,SUV,2018,639,1025.6,Active,,1025.6,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100080,50080,30,M,Married,AL,Sedan,2003,809,1824.32,Active,,1824.32,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100081,50081,63,Other,Single,AL,Van,2018,725,1001.86,Active,,1001.86,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100082,50082,45,F,Married,FL,Van,2005,689,1011.9,Active,,1011.9,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100083,50083,53,M,Single,AL,Van,2002,746,1048.05,Active,,1048.05,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100084,50084,50,F,Married,NC,Sedan,2005,703,952.39,Active,,952.39,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100085,50085,46,Other,Married,MS,Truck,2001,666,968.74,Active,,968.74,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100086,50086,59,M,Divorced,FL,Sedan,2017,686,667.02,Active,,667.02,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100087,50087,53,M,Married,AL,Truck,2009,779,982.45,Active,,982.45,0,0.2,0.6,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100088,50088,40,Other,Single,MS,Sedan,2018,701,839.56,Active,,839.56,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100089,50089,37,M,Single,AL,SUV,2021,708,1781.36,Active,,1781.36,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100090,50090,35,F,Single,AL,Van,2010,727,1056.89,Active,,1056.89,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100091,50091,40,Other,Married,GA,Motorcycle,2006,649,896.61,Active,,896.61,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100092,50092,54,Other,Single,FL,Van,2016,692,1105.33,Active,,1105.33,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100093,50093,46,M,Single,NC,Truck,2016,740,982.8,Active,,982.8,0,0.2,0.6,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100094,50094,52,F,Divorced,GA,Motorcycle,2004,691,903.62,Cancelled,Non-payment,903.62,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100095,50095,39,Other,Single,MS,Van,2013,678,731.96,Active,,731.96,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100096,50096,42,Other,Single,FL,SUV,2012,623,1668.5,Active,,1668.5,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100097,50097,32,F,Single,MS,Truck,2018,647,1294.86,Active,,1294.86,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100098,50098,42,Other,Single,AL,SUV,2008,583,1255.35,Active,,1255.35,0,0.35,0.6,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100099,50099,44,Other,Divorced,AL,Motorcycle,2017,678,699.66,Active,,699.66,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100100,50100,32,F,Married,GA,Sedan,2014,740,1502.05,Active,,1502.05,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100101,50101,57,M,Married,SC,Sedan,2004,663,1153.3,Active,,1153.3,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100102,50102,30,M,Married,MS,Van,2015,722,1283.17,Active,,1283.17,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100103,50103,46,F,Married,FL,Motorcycle,2007,661,798.58,Active,,798.58,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100104,50104,56,F,Single,SC,Sedan,2012,632,1072.67,Active,,1072.67,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100105,50105,45,F,Married,FL,Sedan,2005,757,1621.13,Active,,1621.13,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100106,50106,53,Other,Divorced,AL,Truck,2022,724,924.78,Active,,924.78,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100107,50107,31,Other,Single,MS,SUV,2001,723,1189.65,Active,,1189.65,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100108,50108,24,F,Single,FL,Motorcycle,2010,663,1116.19,Active,,1116.19,0,0.2,0.65,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100109,50109,54,M,Married,FL,Van,2003,684,874.24,Active,,874.24,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100110,50110,44,F,Divorced,MS,Sedan,2015,716,1001.35,Active,,1001.35,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100111,50111,40,F,Married,TN,Van,2002,650,1035.32,Active,,1035.32,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100112,50112,49,M,Single,TN,Van,2004,683,935.45,Active,,935.45,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100113,50113,49,F,Divorced,SC,Motorcycle,2000,766,1079.8,Active,,1079.8,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100114,50114,39,F,Married,SC,Sedan,2011,703,897.0,Active,,897.0,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100115,50115,21,M,Single,FL,Van,2001,595,1892.63,Active,,1892.63,0,0.35,0.75,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100116,50116,49,M,Married,MS,Truck,2018,684,1345.9,Active,,1345.9,0,0.2,0.6,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100117,50117,57,Other,Single,GA,Sedan,2006,687,1586.36,Active,,1586.36,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100118,50118,30,M,Married,MS,Motorcycle,2001,741,570.32,Active,,570.32,0,0.2,0.6,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100119,50119,32,F,Married,AL,SUV,2000,657,787.73,Active,,787.73,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100120,50120,39,M,Married,AL,Motorcycle,2009,646,1257.58,Active,,1257.58,0,0.2,0.6,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100121,50121,18,M,Single,GA,SUV,2014,633,1203.01,Active,,1203.01,0,0.2,0.65,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100122,50122,19,M,Single,TN,Van,2002,608,1348.98,Active,,1348.98,0,0.2,0.65,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100123,50123,44,Other,Single,GA,SUV,2001,624,1302.44,Cancelled,Other,1302.44,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100124,50124,33,M,Married,FL,SUV,2005,699,1040.23,Active,,1040.23,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100125,50125,62,F,Married,FL,Van,2006,769,1567.51,Cancelled,Cost,1567.51,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100126,50126,39,F,Married,TN,Truck,2020,648,1200.83,Active,,1200.83,0,0.2,0.55,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100127,50127,36,F,Single,TN,SUV,2002,637,1089.73,Active,,1089.73,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100128,50128,38,Other,Single,MS,Van,2019,643,921.14,Active,,921.14,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100129,50129,54,M,Single,NC,Truck,2007,689,1094.89,Active,,1094.89,0,0.2,0.6,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100130,50130,27,Other,Married,AL,Van,2019,689,1062.11,Active,,1062.11,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-02,Sunday,100131,50131,29,F,Married,SC,Van,2011,698,1076.36,Active,,1076.36,0,0.2,0.5,18,1846.2112100663544,33231.80178119438
2022-01-03,Monday,100132,50132,37,M,Married,AL,Motorcycle,2019,603,811.1,Active,,811.1,0,0.2,0.6,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100133,50133,38,Other,Divorced,FL,Motorcycle,2002,641,1048.61,Active,,1048.61,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100134,50134,36,M,Divorced,AL,SUV,2007,660,1097.59,Active,,1097.59,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100135,50135,49,F,Married,TN,Sedan,2008,706,1182.82,Active,,1182.82,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100136,50136,51,F,Married,GA,Truck,2008,672,1074.96,Active,,1074.96,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100137,50137,49,Other,Single,SC,Truck,2015,776,1166.56,Active,,1166.56,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100138,50138,29,M,Married,GA,Sedan,2006,613,1233.23,Active,,1233.23,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100139,50139,54,M,Married,FL,Motorcycle,2005,613,1268.79,Active,,1268.79,0,0.2,0.6,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100140,50140,49,F,Single,MS,Truck,2012,738,1359.32,Active,,1359.32,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100141,50141,52,M,Single,FL,Motorcycle,2021,665,658.01,Active,,658.01,0,0.2,0.6,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100142,50142,54,F,Married,NC,Sedan,2007,542,910.01,Active,,910.01,0,0.35,0.6,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100143,50143,45,M,Married,MS,Sedan,2010,667,1144.36,Active,,1144.36,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100144,50144,41,Other,Single,GA,Sedan,2014,620,1359.69,Active,,1359.69,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100145,50145,29,F,Married,FL,Motorcycle,2008,629,770.98,Active,,770.98,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100146,50146,39,F,Single,AL,Van,2005,608,890.05,Active,,890.05,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100147,50147,49,F,Divorced,GA,Motorcycle,2019,682,1083.8,Active,,1083.8,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100148,50148,66,Other,Married,MS,Van,2014,625,1201.7,Active,,1201.7,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100149,50149,50,M,Married,NC,Truck,2023,697,1202.87,Active,,1202.87,0,0.2,0.6,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100150,50150,54,M,Married,SC,Truck,2018,640,1212.43,Active,,1212.43,0,0.2,0.6,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100151,50151,37,F,Single,NC,SUV,2021,689,837.87,Active,,837.87,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100152,50152,40,F,Single,GA,Van,2016,793,1346.62,Active,,1346.62,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100153,50153,58,Other,Married,MS,Van,2005,723,1495.45,Active,,1495.45,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100154,50154,62,F,Single,AL,Motorcycle,2001,628,1123.7,Active,,1123.7,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100155,50155,43,M,Single,AL,Sedan,2011,729,1115.61,Active,,1115.61,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100156,50156,35,M,Single,MS,Truck,2010,632,1466.48,Active,,1466.48,0,0.2,0.6,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100157,50157,32,Other,Single,TN,Motorcycle,2019,684,838.84,Active,,838.84,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100158,50158,52,F,Married,SC,Van,2020,691,1259.46,Active,,1259.46,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100159,50159,38,F,Single,SC,Van,2017,742,1178.98,Active,,1178.98,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100160,50160,50,F,Single,TN,Truck,2015,675,1501.57,Active,,1501.57,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100161,50161,34,F,Single,NC,Van,2017,673,1522.49,Active,,1522.49,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100162,50162,51,Other,Married,SC,Sedan,2012,663,1246.85,Active,,1246.85,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100163,50163,36,M,Married,AL,Motorcycle,2009,653,1059.3,Active,,1059.3,0,0.2,0.6,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100164,50164,41,Other,Single,GA,Sedan,2005,649,1154.83,Active,,1154.83,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100165,50165,36,Other,Married,GA,SUV,2019,639,1712.65,Active,,1712.65,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100166,50166,46,Other,Married,GA,Motorcycle,2018,678,1025.65,Active,,1025.65,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100167,50167,36,Other,Married,AL,Sedan,2019,646,1379.89,Active,,1379.89,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100168,50168,47,Other,Married,GA,Truck,2001,673,1439.83,Active,,1439.83,0,0.2,0.55,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100169,50169,37,Other,Single,SC,SUV,2003,610,843.3,Cancelled,Cost,843.3,0,0.2,0.5,14,618.287486439023,8656.024810146322
2022-01-03,Monday,100170,50170,23,F,Married,GA,SUV,2011,659,836.93,Active,,836.93,0,0.2,0.6,14,618.287486439023,8656.024810146322
